permit,address,description,lat,lon
2008-033768 BP,1004 E 14TH ST,Total demolition of the detached garage and covered carport. 08-8342-RA was approved as a partial demo. For whatever reason the wood garage & covered carport were completely demolished.,30.274726,-97.72913
2008-033776 BP,1201 W LIVE OAK ST,"Total demolition of a office/laundry at a structure of unknown date of construction (a structure that TCAD states that it has ""0"" living area)",30.246179,-97.765965
2008-034203 BP,2401 MANANA ST,Total demolition of a boat dock at a ca. 1971 single-family residence. (See 2009-032323),30.329117,-97.827282
2008-034866 BP,3104 GARDEN VILLA LN,Demolish a ca. 1961 Single-Family Residence and shed (shed is possibly less than 200 square feet); already gone.,30.236207,-97.769425
2008-034976 BP,4604 BENNETT AVE,Demolish a ca 1949 single family residence and a 1948 residence. ? AKA 4606 Bennett Avenue,30.305779,-97.716942
2008-034977 BP,4604 BENNETT AVE,demo single story concrete block bldg to the rear of the lot. refer to pmt#2014-005862,30.305779,-97.716942
2008-034978 BP,1500 BLUEBONNET LN,"Demolish a circa 1937, 2 story, 1,718 square foot, single family residence. **Voided permit issued new permit 209-034553**",30.2563885,-97.771271
2008-034979 BP,2500 PECOS ST,"Demolish a circa 1951 single family residence. 2,138 square foot; single story.",30.3006389,-97.7733086
2008-034988 BP,9700 MC NEIL DR,Demolish a SF residence and covered awning.,30.3974994,-97.8292543
2008-034989 BP,9700 MC NEIL DR,Demolish a detached 2 car garage located next to house.,30.3974994,-97.8292543
2008-034990 BP,9700 MC NEIL DR,Demolish a covered barn / shack. Tin covered and wood framed.,30.3974994,-97.8292543
2008-034991 BP,9700 MC NEIL DR,Demolish a small cinder block building / shed.,30.3974994,-97.8292543
2008-035022 BP,6906 ONION CROSSING CT,"Demolish a circa 1976, 1 story, 960 square foot mobile home.",30.174324,-97.749186
2008-035025 BP,7205 GLOWWORM CIR,"Demolish a ca 1981, 2 story, 1,235 square foot, single family residence.",30.170657,-97.74559
2008-035027 BP,7107 GLOWWORM CIR,"Demolish a ca 1979, 1 story, 1,276 square foot, single family residence.",30.170968,-97.745151
2008-035029 BP,7224 FIREFLY DR,"Demolish a ca 1979, 2 story, 1,292 square foot, single family residence.",30.171801,-97.747394
2008-035030 BP,7214 FIREFLY DR,"Demolish a ca 1979, 1774 square foot, 1 story, single family residence.",30.171608,-97.746438
2008-035033 BP,7306 DIXIE DR,"Demolish a ca 1982, single story, 1,149 square foot, single family residence.",30.168337,-97.744003
2008-035034 BP,7105 FIREFLY DR,"Demolish a ca 1981, 1,378sq.ft, 1 story, single family residence.",30.170191,-97.745715
2008-035237 BP,611 TILLERY ST,"Demolish a circa 1941, 1 story, 1,008 square foot, single family residence AND demolish a circa 1941, 462 square foot(per survey), detached garage.",30.256704,-97.7059699
2008-035238 BP,611 TILLERY ST,demo detached garage,30.256704,-97.7059699
2008-035676 BP,11701 JOLLYVILLE RD,demo sf residence,30.4197443,-97.7518332
2008-035677 BP,11701 JOLLYVILLE RD,demo detached garage,30.4197443,-97.7518332
2008-035678 BP,3207 MERRIE LYNN AVE,"Demolish a circa 1948, 1024 square foot, 1 story, single family residence.",30.286094,-97.711928
2008-036363 BP,10009 N LAMAR BLVD,Total demolition of a ca. 2000 laser car wash,30.3696966,-97.6925627
2008-036365 BP,13435 N US 183 HWY NB,Demolition (partial) canopy at a commercial property in Williamson County,30.4480187,-97.7879249
2008-036504 BP,7106 GLOWWORM CIR,"Demolish a circa 1979, 1 story, 1,252 square foot single family residence. Clearing entire lot.",30.171335,-97.74552
2008-036505 BP,7102 GLOWWORM CIR,"Demolish a circa 1981, 1 story, 1,100 square foot single family residence. Clearing entire lot.",30.171607,-97.745166
2008-036652 BP,4113 AVENUE F,demo sf res,30.3045815,-97.7294275
2008-037085 BP,6004 WOODVIEW AVE,"Demolish a circa 1950, 1 story, 288 square foot detached garage.",30.337003,-97.743733
2008-037499 BP,500 TERRACE DR,"Demolish a circa 1930, 1 story, 160 square foot, storage building. **refer to pmt # 2008-094550 for demo**",30.24293,-97.748071
2008-037817 BP,2307 W 9TH ST,"Demolish a circa 1930, 1 story, 1,384 square foot, single family residence AND demolish a circa 1930, 1 story, 545 square foot detached structure.",30.282422,-97.770883
2008-037818 BP,2307 W 9TH ST,demo detached garage,30.282422,-97.770883
2008-037819 BP,1200 MARCY ST,"Demolish a circa 1947 single family residence. 746 square foot, 1 story. (See 2010-103116 for repermit)",30.226292,-97.779034
2008-037820 BP,1114 MARCY ST,"Demolish 1 accessory buildings, (primary residence addressed on 1200 Marcy)",30.226473,-97.778869
2008-037821 BP,1114 MARCY ST,"Demolish 1 accessory buildings, (primary residence addressed on 1200 Marcy)",30.226473,-97.778869
2008-037822 BP,46 CHICON ST,"**Void permit per Letter Ryan Mikulenka (Reviewer) Demolish a circa 1910, 735 square foot, 1 story, single family residence.",30.252323,-97.727127
2008-038161 BP,1411 PEREZ ST,"Demolish a circa 1930, 1 story, 864 square foot, single family residence",30.280986,-97.692052
2008-038162 BP,1411 PEREZ ST,demo detached garage,30.280986,-97.692052
2008-038340 BP,2402 INDIAN TRL,Demolish a ca. 1940 Single-Family Residence.,30.296251,-97.7653349
2008-038911 BP,5606 SHADY OAK CT,"**ref permit#2009-057249**Demolish a circa 1951, 1,266 square foot, 1 story, single family residence.",30.33339,-97.747084
2008-039037 BP,2008 FORD ST,Demolish a detached garage and concrete flat work.,30.254305,-97.7734744
2008-039280 BP,603 W LIVE OAK ST,demo detached garage,30.244371,-97.758238
2008-039288 BP,1303 E 28TH ST,"Demolish a circa 1940, 240 square foot, 1 story, detached garage. (See 2009-058756 for repermit)",30.285413,-97.722283
2008-039322 BP,1117 SAUCEDO ST,demo sf residence (See 2010-015812),30.266644,-97.689526
2008-039325 BP,2109 BOWMAN AVE,demo sf residence,30.295112,-97.762097
2008-039330 BP,1101 W ANNIE ST,demo sf residence,30.2496061,-97.7628475
2008-039344 BP,3205 BOWMAN AVE,Demolish a single family house,30.300148,-97.772963
2008-039425 BP,2421 VISTA LN,"Demolish a circa 1950, 1,493 square foot, 1 story, single family residence. **Voided permit, new permit issued, refer to pmt 2009-030629BP**",30.295163,-97.764486
2008-039435 BP,4604 AVENUE H,"Demolish a circa 1956, 756 square foot, 1 story, single family residence.",30.309749,-97.724318
2008-039751 BP,6818 VINE ST,Demolish everything on this lot except the slab and steel beams and driveway.,30.347886,-97.742894
2008-039803 BP,8504 S CONGRESS AVE,Demolish two lean-to additions (frame) attached to stone building. No demolition of stone building.,30.1727003,-97.7856916
2008-039838 BP,3300 GOVALLE AVE,demo detached storage,30.266035,-97.7005329
2008-039897 BP,1811 S CONGRESS AVE,Demolish a ca. 1910 Office (small); 1956 Triplex **refer to pmt# 2010-072390**,30.2452793,-97.7509304
2008-039975 BP,3115 ALICE AVE,"Demolish a circa 1975, 1,012 square foot, 1 story, single family residence (refer to comments)",30.2043692,-97.638278
2008-040084 BP,2203 S L DAVIS AVE,Demolition permit for a structure that was previously demolished without a permit.,30.2710905,-97.7160227
2008-040243 BP,3303 LIBERTY ST,"Demolish a circa 1939 single family residence. 1,602 square foot (1,431 1st floor and 171 square foot 2nd floor per TCAD)",30.294716,-97.730772
2008-040888 BP,2410 QUARRY RD,"Demolish a circa 1955, 1,668 square foot, 2 stroy, single family residence DUE TO FIRE DAMAGE. **ref permit#2009-017089**",30.287265,-97.770815
2008-040890 BP,3801 AVENUE G,"Demolish a circa 1949, 1 story, 420 square foot, detached carport.",30.299636,-97.731244
2008-041062 BP,2011 E 51ST ST,"Total demolition of a structure of unknown date of construction (a structure that TCAD states that it has ""0"" living area); ""Yellow Bike Building"".",30.3008804,-97.6928891
2008-041300 BP,2700 W ANDERSON LN Bldg 2,Demolition (partial) covered walkway and patio addition on Building 1 & part of covered walkway on Building 2 at a ca. 1972 strip center,30.3586379,-97.7349222
2008-041503 BP,1114 VARGAS RD,Demolition permit for a structure that was demolished without a permit.,30.230763,-97.696503
2008-042351 BP,201 W 5TH ST,Demo existing building (leave slab intact),30.267303,-97.744838
2008-042651 BP,1611 BAUERLE AVE,Demolish sf res (re-permit of prior expired demo-02005562),30.251538,-97.769794
2008-042652 BP,1611 BAUERLE AVE,Demolish exst 1 story carport (built under #04000632),30.251538,-97.769794
2008-042756 BP,2945 E 14TH ST,Total demolition of one story single family home. All utilities to be sealed,30.277881,-97.7052719
2008-042886 BP,1204 ROCKCLIFF RD,"Total demolition of a boat dock and a ""fishing pier"" at a structure of unknown date of construction (a structure that TCAD states that it has ""0"" living area) **VOIDED PMT, REFER TO PMT# 2009-010221BP**",30.331667,-97.782494
2008-042904 BP,2206 E 14TH ST,"Demolish a circa 1922, 792 square foot, 1 story, single family residence.",30.276621,-97.716791
2008-042972 BP,1905 E 20TH ST,"Total demo of a circa 1927 single family residence. Please refer to permit number 2007-173072RA. A partial demo was issued as well as a addition permit... However, the entire structure was demolished. Therefore permit number 2008-28987R is for the new construction and this permit is for the total demolition.",30.280646,-97.72078
2008-042978 BP,2109 S CONGRESS AVE,Total demolition of 16 commercial structures,30.242311,-97.751633
2008-043151 BP,1200 NORWOOD RD,Demolish one story garage including foundation,30.304725,-97.7119139
2008-043173 BP,4606 LEDESMA RD,demo sf residence,30.274089,-97.689562
2008-043174 BP,4606 LEDESMA RD,demo chicken coop,30.274089,-97.689562
2008-043175 BP,4606 LEDESMA RD,demo metal building on skids 8x10,30.274089,-97.689562
2008-043176 BP,4606 LEDESMA RD,demo metal building on the ground 42x20,30.274089,-97.689562
2008-043350 BP,1509 ENFIELD RD,two story single family structure including foundation and terminating all utilities,30.282216,-97.756894
2008-043351 BP,1509 ENFIELD RD,demolish existing 400 sq ft detached garage including foundation and utilities,30.282216,-97.756894
2008-043352 BP,1509 ENFIELD RD,demolish existing 441 sq ft detached carport including terminating all utilities,30.282216,-97.756894
2008-043380 BP,1107 W GIBSON ST,Demolish a ca. 1961 office; already gone,30.2544278,-97.7610858
2008-043392 BP,1219 S LAMAR BLVD,Total demolition of a ca. 1965 office; leaving the concrete/asphalt paving.,30.2540436,-97.7619077
2008-043407 BP,3717 ROBINSON AVE,"Demolish a circa 1949, 1 story, 268 square foot detached garage that was previously demolished without a permit.",30.294115,-97.7184
2008-044165 BP,611 TRINITY ST,Total demolition of a ca. 1917 OFFICE (SMALL),30.2677188,-97.7389384
2008-044446 BP,710 E 47TH ST,demolish 2 story garage apartment//no offsite utility work-only capping off existing lines to garage on private side.,30.308389,-97.7193379
2008-044719 BP,206 E ELIZABETH ST,demo 545 sf residence (left hand corner) including foundation,30.2485372,-97.7480186
2008-044720 BP,206 E ELIZABETH ST,demo 208 sf 1sty detached garage including foundation,30.2485372,-97.7480186
2008-044721 BP,206 E ELIZABETH ST,demo 542 sf 1sty house (center of the lot) including foundation,30.2485372,-97.7480186
2008-044722 BP,206 E ELIZABETH ST,demo detached 169 sf 1sty detached garage including foundation,30.2485372,-97.7480186
2008-044723 BP,206 E ELIZABETH ST,demo 426 sf 1sty house to the right of the lot including foundation,30.2485372,-97.7480186
2008-044830 BP,4912 DUVAL ST,"Demolish a circa 1953, 1 story, 320 square foot detached garage.no offsite utility work-only capping off existing lines to garage on private side.",30.313173,-97.720964
2008-045020 BP,1600 BARTON SPRINGS RD,Demo 2 structures; 1646 sq ft 1 story & 518 sqft 1 story bldg,30.2634275,-97.7608909
2008-045214 BP,6901 S PLEASANT VALLEY RD,Demolish a single wide trailer. 1 story. 980 square foot. Clearing entire lot.,30.175797,-97.749335
2008-045217 BP,5707 VINE HILL DR,"Demolish a circa 1984, 1 story, 924 square foot mobile home. Clearing entire lot.",30.172022,-97.744145
2008-045218 BP,7216 FIREFLY DR,"Demolish a circa 1979, 1 story, 1,486 square foot single family residence. Clearing entire lot.",30.171718,-97.746636
2008-045221 BP,7103 FIREFLY DR,"Demolish a circa 1980, 2 story, 1,122 square foot single family residence. Clearing entire lot.",30.170072,-97.745603
2008-045223 BP,7105 GLOWWORM CIR,"Demolish a circa 1981, 1 story, 1,205 square foot single family residence. Clearing entire lot.",30.171049,-97.744972
2008-045226 BP,7140 DIXIE DR,"Demolish a circa 1980, 1 story, 893 square foot single family residence. Clearing entire lot.",30.169496,-97.742919
2008-045228 BP,7101 FIREFLY DR,"Demolish a circa 1980, 1 story, 100 square foot detached garage. Clearing entire lot.",30.169961,-97.745473
2008-045229 BP,7101 FIREFLY DR,"Demolish a circa 1980, 1 story, 1,280 square foot residence. Clearing entire lot.",30.169961,-97.745473
2008-045233 BP,7100 GLOWWORM CIR,"Demolish a circa 1981, 1 story, 1,389 square foot single family residence. Clearing entire lot.",30.171487,-97.744891
2008-046001 BP,10405 LAKE CREEK PKWY,Total demolition of a theatre (not including slab),30.459817,-97.7966579
2008-046071 BP,3402 FOOTHILL TER,demolish existing 1924 Sq ft one story single family residence including foundation and terminating all utilities,30.315824,-97.76839
2008-046072 BP,3402 FOOTHILL TER,Demolish exisitng 128sq ft one story detached storage including foundation and terminating utilities if present,30.315824,-97.76839
2008-046105 BP,2700 STACY LN,"Demolish a circa 1952, 1 story, 1,368 square foot, single family residence.",30.237748,-97.761573
2008-046106 BP,2700 STACY LN,demo detached storage bldg 3x17,30.237748,-97.761573
2008-046149 BP,1907 GREENWOOD AVE,Demolish a circa 1935 single famly residence,30.284421,-97.697886
2008-046150 BP,1907 GREENWOOD AVE,demolish a circa 1935 detached shed.,30.284421,-97.697886
2008-046156 BP,1408 ELTON LN,"Demolish a circa 1950, 1 story, 972 square foot, single family residence including foundation and terminating all utilities",30.288161,-97.7690949
2008-046173 BP,2108 SCHULLE AVE,"Demolish a circa 1954, 1 story, 2,007 square foot single family residence including foundation and terminating all utilities",30.29958,-97.776009
2008-046180 BP,106 1/2 CHICON ST,"Demolish a circa 1925, 1 story, 720 square foot single family residence including foundations and terminating all utilities",30.267603,-97.720104
2008-046181 BP,106 1/2 CHICON ST,"demolish a circa 1925, 1 story 432 aquare foot detached garage including foundations and terminating all utilities",30.267603,-97.720104
2008-046186 BP,1011 CHERICO ST,"Demolish a circa 1946, 1 story, 672 square foot single family residence including all foundations and terminating all utiliti",30.263499,-97.701201
2008-046187 BP,1011 CHERICO ST,demolish a 252 square foot wood building on concrete including and foundation and terminating all utiliti,30.263499,-97.701201
2008-046188 BP,1011 CHERICO ST,demolish a 64 square foot metal shed including all foundations and terminating all utiliti,30.263499,-97.701201
2008-046195 BP,500 KENNISTON DR,"Demolish a circa 1961, 1 story, 1,008 square foot single family residence including foindation and terminating all utilities",30.334533,-97.715185
2008-046240 BP,2317 SANTA MARIA ST,"Demolish a circa 1935, 1 story, 555 square foot single family residence.",30.2573802,-97.7174408
2008-046839 BP,3310 BEVERLY RD,Total demo of detached c. 1955 carport,30.307039,-97.754398
2008-046891 BP,2601 E SH 71 WB,Total demolition of 4 commercial structures ca. 1972; 2 1-story & 2 2-story,30.2121152,-97.6569514
2008-046943 BP,3202 CHERRYWOOD RD,"Demolish a circa 1949, 1 story, 400 square foot detached garage with foundation and terminate all utilities",30.287185,-97.716907
2008-047065 BP,1617 W 10TH ST,Demolish a circa 1950 detached garage. 180 square foot. RE-PERMITTING for expired permit number 06-555. ALREADY DEMOLISHED and a structure already in its place.,30.2795754,-97.7612783
2008-048674 BP,11400 BURNET RD,"Total demolition of a structure of unknown date of construction (a structure that TCAD states that it has ""0"" living area)",30.3918095,-97.7222227
2008-049714 BP,8634 OLD BEE CAVES RD,2100 square foot two story,30.256063,-97.890233
2008-049715 BP,8634 OLD BEE CAVES RD,960 square foot meatal shed,30.256063,-97.890233
2008-049716 BP,8634 OLD BEE CAVES RD,108 square foot metal shed,30.256063,-97.890233
